date,datetime,target_cat,damage,oblasts,confirmed,text_snippet
2025-05-29,2025-05-29 09:10,unknown,unknown,kursk,0,"**Наслідки нічної атаки по розташуванню підарів у селищі Кореневе, Курська область.  **Прікурілі ППД мальчіков в трусіках.  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-05-29,2025-05-29 10:04,unknown,unknown,unknown,0,"**Видання WELT опублікувало ексклюзивні подальші подробиці останнього пакету німецької військової допомоги, про який було оголошено вчора.**  За даними видання, оголошене фінансування систем озброєнь дальнього радіусу дії українського виробництва стосується фінансування ударних дронів дальнього радіусу дії та FPV-перехоплювачів на суму **близько 400 мільйонів євро**.   **Зокрема, йдеться про наступні моделі:**  — Deep Strike Ан-196 «Лютий» (дальність польоту < 2 000 км). — Ракета-дрон «Барс» (да"
2025-05-29,2025-05-29 19:32,unknown,destroyed,moscow,0,"Також результат удару по Дубненському машинобудівному заводу після вчорашньої масованої атаки об'єктів в московській області. На другому фото чітко видно принаймні одну воронку від влучання у верхній правій частині цеху. Припускаємо, що цеха використовуються на користь КБ ""Радуга"", яке знаходиться трохи нижче.  __Відео ураження дивитись__ [тут](https://t.me/dronbomber/20364).  [🔸Підписатись](https://t.me/dronbomber)"
2025-05-30,2025-05-30 11:37,naval_port,destroyed,kursk,0,"**ГУР влаштувало «вибухову» операцію у Владивостоці в районі військової бухти. ** Зранку 30 травня у російському Владивостоку поблизу бухти Десантна відбулось два потужних вибухи. Джерела РБК-Україна повідомили, що це стало наслідком проведення успішної операції Головного управління розвідки.  Наразі відомо, що відбулось щонайменше два вибухи в районі дислокації 47-го окремого десантно-штурмового батальйону 155 окремої гвардійської бригади морської піхоти (в/ч 30926). Один в районі КПП, другий в"
2025-05-30,2025-05-30 11:53,unknown,destroyed,unknown,0,"**Впав у Чорне море **―** новітній реактивний дрон росії знищено з ракетного комплексу, розробленого ГУР.**   29 травня 2025 року для відбиття нічної ворожої атаки безпілотників на Одещину було успішно застосовано розроблений фахівцями ГУР МО України за підтримки іноземних партнерів мобільний зенітно-ракетний комплекс, оснащений ракетами Р-73.   Навчання операторів вказаної системи ППО провели співробітники української воєнної розвідки.    Після виявлення російського дрона бійці Сил безпеки і об"
2025-05-30,2025-05-30 21:36,unknown,unknown,unknown,0,"**🔔🕊️🕯️У Коростишеві на Житомирщині, останній дзвоник пролунав на кладовищі замість свята випускники прощались із загиблими однокласниками.**  У Ліцеї №1 імені Густава Олізара м. Коростишева цьогорічний останній дзвоник став не днем радості, а днем скорботи.  Замість традиційних святкових урочистостей, обіймів і фотосесій, випускники 11 класу поїхали на кладовище — до могили свого однокласника Романа та його молодшого брата і сестри, Станіслава і Тамари, які загинули внаслідок ракетної атаки.  Ш"
2025-05-31,2025-05-31 11:11,unknown,unknown,unknown,0,"**І на цьому гарні новини на сьогодні не закінчуються****🥳****  **Україна підписала ліцензійну угоду на використання некомерційного програмного забезпечення — Системного інтерфейсу Центру управління й оповіщення (CRC System Interface, CSI). Системи, що є складовою частиною цифрової архітектури НАТО, забезпечує обмін даними через ТОЙ САМИЙ протокол 🖐**Link-16****🖐**, що дозволить нашим літунам на іномарках та козакам з ППО нарешті мати спільну ""картину"" поля бою та надсилати одне одному дікпіки б"
2025-06-01,2025-06-01 06:08,unknown,unknown,crimea,0,"**Вночі 31 травня ГУР підірвали  військовий потяг з паливними цистернами та вантажними вагонами поблизу окупованої Якимівки Мелітопольського району, який рухався у бік Криму.**  Нагадаю, що це далеко не перші атаки потягів з пальним на окупованій частині Запорізької області, раніше ми вже бачили як [удари](https://t.me/dronbomber/20206) ФПВ дронами,  так і [удар](https://t.me/dronbomber/8462) Himars.  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-06-01,2025-06-01 10:45,command_control,destroyed,unknown,0,"СБУ проводить масштабну спецоперацію під назвою ""Павутина"" зі знищення ворожої бомбардувальної авіації, яка щоночі атакує українські міста.  Наразі відомо про ураження понад 40 російських літаків, серед яких стратегічні бомбардувальники Ту-95, Ту-22М3, а також літаки А-50. Збитки ворогу вже перевищують 2 мільярди доларів.  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-06-01,2025-06-01 10:52,airbase,unknown,unknown,0,ФПВ ХУЯРЯТЬ РОСІЙСЬКІ АЕРОДРОМИ!  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)
2025-06-01,2025-06-01 11:16,unknown,unknown,unknown,0,🇺🇦14:15 | 01/06  Приблизні маршрути польоту наших БПЛА:  🔴 Червона стрілка – напрямки руху ударних/реактивних БПЛА/ФПВ;  **Вся інформація щодо маршрутів береться з російських джерел**.  🔸[Підписатись](https://t.me/dronbomber)
2025-06-01,2025-06-01 12:45,airbase,unknown,unknown,0,"Операцію під назвою «Павутина», в межах якої СБУ вразила 41 літак стратегічної авіації рф, готували понад півтора року.  За інформацією джерел, ця спецоперація була вкрай складною з точки зору логістики. Спершу до росії були доставлені FPV-дрони, а згодом — мобільні деревʼяні будиночки. Уже на території рф дрони сховали під дахами цих будиночків, розміщених на вантажівках. У потрібний момент дахи дистанційно відкрилися, і дрони вирушили атакувати ворожі військові аеродроми.  Джерела в СБУ наголо"
2025-06-01,2025-06-01 16:51,airbase,unknown,unknown,0,"🇺🇦 7 млрд. доларів США. Така орієнтовна вартість стратегічної авіації ворога, яка була вражена сьогодні в результаті спецоперації СБУ «Павутина».   Вражено 34% стратегічних носіїв крилатих ракет на основних аеродромах базування рф.  Про деталі спецоперації Служби безпеки розповімо трохи згодом, — СБУ.  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-06-01,2025-06-01 17:31,unknown,unknown,unknown,0,"Склад, де готували FPV дрони, розташовувався на території рф — у Челябінську, за адресою: Свердловський тракт, 28А.   Його здавали в оренду за 350 000 рублів))  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-06-01,2025-06-01 18:30,airbase,destroyed,unknown,0,"**❗️ «Офіс» нашої операції на території росії знаходився безпосередньо поруч з управлінням ФСБ росії в одній з їхніх областей, **— Зеленський.  Загалом в операції було використано 117 дронів. І відповідна кількість операторів дронів працювала. Уражено 34% стратегічних носіїв крилатих ракет на аеродромах базування.   ФСБ сьогодні обісцяно 😁  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-06-01,2025-06-01 19:02,unknown,unknown,unknown,0,🇺🇦22:00 | 01/06  Приблизні маршрути польоту наших БПЛА:  🔴 Червона стрілка – напрямки руху ударних/реактивних БПЛА;  🟣Фіолетова стрілка - напрямки руху БЕКів;  **Вся інформація щодо маршрутів береться з російських джерел**.  🔸[Підписатись](https://t.me/dronbomber)
2025-06-02,2025-06-02 06:58,unknown,destroyed,unknown,0,"**Мінімум 13 російських літаків знищено, і ще більше пошкоджено на болотах**, — Коваленко.  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-06-02,2025-06-02 07:31,airbase,unknown,krasnodar,0,"**Уночі, ймовірно, було атаковано військовий аеродром у Тихорецьку, Краснодарський край. На базі розміщено 627-й навчальний авіаційний полк.  **📍 `45.8783254, 40.1061822  `[🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-06-02,2025-06-02 09:16,airbase,destroyed,unknown,0,"**СБУ провела історичну спецоперацію в тилу рф: уразила 41 ворожий літак стратегічної авіації, – Василь Малюк**  Служба безпеки України провела безпрецедентну та унікальну спецоперацію з одночасного ураження чотирьох військових аеродромів у тилу рф, де дислокується ворожа авіація.   Унаслідок ударів дронами було уражено 41 літак, серед яких - А-50, Ту-95, Ту-22 М3 і Ту-160.  Про це повідомив Голова СБУ генерал-лейтенант Василь Малюк.   «Знищення ворожих бомбардувальників – це завдання, яке перед"
2025-06-02,2025-06-02 15:32,unknown,unknown,unknown,0,"За попередніми даними, наші дрони вночі атакували **Борисоглєбський навчальний авіаційний центр підготовки льотного складу**, де готують майбутніх пілотів. Загинули двоє військових 🥳  Літаків тактичної авіації у рф вистачає, а от досвідчені літуни на вагу золота, тому працювати по пілотам дуже дієва стратегія.  P.S.  __Цей навчальний центр вже був атакований 9 квітня 2024 року, але тоді про загиблих не повідомлялось.__  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-06-02,2025-06-02 17:15,oil_refinery,unknown,unknown,0,"Кароче, прочитав цей меморандум. Мене ні один пункт не влаштовує навіть частково. Більше на капітуляцію схоже.  Пропоную почекати трішки, поки вони залишатися без ядерної тріади повністю, добити НПЗ, вийдемо на стабільні запуски дронів/ракет по рф в нормальній кількості, тоді і поговоримо.   А прямо зараз я бачу лише один позитив - це обмін полоненими, ну реально ж, більше позитивного нічого нема 😣  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-06-02,2025-06-02 20:45,unknown,unknown,unknown,0,🇺🇦23:45 | 02/06  Приблизні маршрути польоту наших БПЛА:  🔴 Червона стрілка – напрямки руху ударних/реактивних БПЛА;  🟣Фіолетова стрілка - напрямки руху БЕКів;  **Вся інформація щодо маршрутів береться з російських джерел**.  🔸[Підписатись](https://t.me/dronbomber)
2025-06-03,2025-06-03 11:08,unknown,explosion,crimea,0,"❗️ СБУ провела нову унікальну спецоперацію і втретє вразила Кримський міст — цього разу під водою! Фактично міст перебуває в аварійному стані.  Операція тривала декілька місяців. Агенти СБУ замінували опори цього незаконного об’єкта. І сьогодні, без жодних жертв серед цивільного населення, о 4:44 ранку перший вибуховий пристрій був активований.  Підводні підпірки опор сильно пошкоджено на рівні дна - 1100 кг вибухівки в тротиловому еквіваленті цьому посприяли."
2025-06-03,2025-06-03 11:13,command_control,destroyed,crimea,0,"🔶 **Операція «Шалена Бджілка»: що відомо ** За нашими даними, українська розвідка готує нову масштабну операцію з метою знищення Кримського мосту. План передбачає застосування морських платформ типу БЕК, приховано доставлених у район Керченської протоки під виглядом цивільних суден.  Ключові елементи операції: – У спеціально підготовлених вантажних відсіках буде розміщено до 30 морських БпАКів. – Близько 10 з них отримають озброєння типу «вода-повітря» для протиповітряного прикриття. – Решта — у"
2025-06-03,2025-06-03 17:48,airbase,unknown,unknown,0,"**Президент Трамп не знав заздалегідь про атаку українських безпілотників по росії (аеродроми стратегічної авіації),** — Білий дім.   Ну то й не дивно, а то все б провалилось якби знав.  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-06-03,2025-06-03 18:59,unknown,unknown,crimea,0,"За наявною інформацією, до Криму вже почали перекидати новачків-операторів дронів, основне завдання яких — нищити наші БЕКи. На старті їм видають звичайні FPV-дрони та старі версії «Ланцетів», але на цьому все не зупиниться. У розробці — нові зразки ударних БПЛА, які спеціалізуватимуться саме на морських об'єктах, і їх планують застосовувати найближчим часом.  Тому потрібно придумувати протидію вже зараз, оскільки в майбутньому дрони можуть стати величезною проблемою для нас.  [🔸](https://t.me/d"
2025-06-03,2025-06-03 20:45,unknown,unknown,unknown,0,🇺🇦23:45 | 03/06  Приблизні маршрути польоту наших БПЛА:  🔴 Червона стрілка – напрямки руху ударних/реактивних БПЛА;  🔵Синя стрілка - напрямки руху балістичних/крилатих ракет;  **Вся інформація щодо маршрутів береться з російських джерел**.  🔸[Підписатись](https://t.me/dronbomber)
2025-06-03,2025-06-03 20:48,unknown,unknown,kursk,0,"Рильськ, Курська область ловлять єбалом піпідрончікі 💅  🔸[Підписатись](https://t.me/dronbomber)"
2025-06-04,2025-06-04 05:51,airbase,destroyed,tver,1,"🗣На даний момент підтверджені втрати російської дальньої авіації виглядають так:   ⚠️ **8 × Ту-95МС**  ✈️ **5 × Ту-22М3**  🛬 **1 × Ан-12**  ✈️ **1 × А-50**  За непідтвердженими даними (зі слів журналістів та авторитетних OSINT-команд), ймовірно знищено ще:   • **+1 × А-50**  • **+2 × Ту-22М3 ** • **+1** **×** літак на злітно-посадковій смузі в Оленья.  **Також імовірно, що удар було завдано і по тій частині аеродрому Оленья, де базувалися Ту-22М3 — ця ділянка наразі відсутня на оприлюднених супу"
2025-06-04,2025-06-04 08:03,airbase_strategic,destroyed,unknown,0,"**Так розпочиналася операція «Павутина». Унікальні кадри демонструють підготовку до спецоперації з ураження стратегічної авіації рф.** Зокрема, на відео зафіксовано, як одна з фур, завантажена модульними будиночками, вирушає в дорогу.  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-06-04,2025-06-04 12:33,unknown,unknown,unknown,0,"**росія завдала ракетного удару по території одного із навчальних підрозділів на Полтавщині. Вдалося уникнути жертв, але є поранені, **— Сухопутні війська.  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-06-04,2025-06-04 12:38,unknown,damaged,unknown,0,"**Президент Зеленський:**  **Половина з 41 літака, пошкодженого під час операції на росію, не підлягає ремонту. **Атаки на російські літаки не було б, якби росія заздалегідь погодилася на припинення вогню.  Я пропоную припинення вогню до проведення зустрічі лідерів. Російські пропозиції «нездійсненні».  Україна готова до зустрічі лідерів у будь-який час. Продовження стамбульських зустрічей на рівні, який не призводить до рішень, є безглуздим.  [🔸](https://t.me/dronbomber)[Підписатись](https://t."
2025-06-04,2025-06-04 13:24,airbase,destroyed,unknown,0,"**У НАТО вважають операцію СБУ проти аеродромів стратегічної авіації надзвичайно успішною.**  Зазначається, що оцінки базуються на підрахунках, здійснених самим Альянсом, а не українською стороною, втім результати в цілому збігаються.  «Ми бачимо, що щонайменше 40 літаків були пошкоджені. Від 10 до 13 — повністю зруйновані», — повідомили в НАТО.  Серед пошкоджених російських літаків ідентифіковано 15 стратегічних бомбардувальників Ту-95, 20 літаків Ту-22 та щонайменше один літак радіолокаційного"
2025-06-04,2025-06-04 13:31,airbase,destroyed,unknown,0,"**СБУ показала унікальні кадри спецоперації «Павутина», у результаті якої уражено 41 військовий літак стратегічної авіації рф**  Служба безпеки України оприлюднила частину найяскравіших відео уражень літаків стратегічної авіації рф. За результатами спецоперації «Павутина», хід якої контролював особисто Президент Володимир Зеленський, а реалізовував Голова СБУ Василь Малюк та колектив Служби, було уражено 41 російський літак.  Значна частина з них знищена безповоротно, а окремі уражені літаки буд"
2025-06-04,2025-06-04 17:47,airbase_strategic,destroyed,unknown,1,"**СБС- хробачий жах.** Запізніле, але стрімке становлення роду військ.   Слід щось озвучити, а часу бракує. Вже дорогою на Донбас, не туркайте за орфографію.  Тут НЕ виключний перелік першочергових кроків на 100 діб.  •НЕГАЙНА ІМПЛЕМЕНТАЦІЯ існуючого колективного досвіду. Протягом наступних 100 днів реалізуються наступні конкретні кроки у Лінії дронів Сил Безпілотних Систем ЗСУ:  •ПРОЗОРІ РЕЗУЛЬТАТИ БЕЗ БЛА-БЛА: 6-7 підрозділів СБС Лінії Дронів увійдуть у ТОП-10 за існуючим рейтингом результатив"
2025-06-04,2025-06-04 20:31,unknown,unknown,unknown,0,🇺🇦23:30 | 04/06  Приблизні маршрути польоту наших БПЛА:  🔴 Червона стрілка – напрямки руху ударних/реактивних БПЛА;  **Вся інформація щодо маршрутів береться з російських джерел**.  🔸[Підписатись](https://t.me/dronbomber)
2025-06-05,2025-06-05 06:13,unknown,destroyed,unknown,0,"👀 російські літаки під час атаки України 1 червня були не знищені, а пошкоджені, вони будуть відновлені, — МЗС рф.  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-06-05,2025-06-05 07:28,unknown,unknown,bryansk,0,"🔥**ОТРК «Іскандер» НА НАХУЙ.**  Сьогодні підрозділи Збройних Сил України, у взаємодії зі Службою безпеки України та іншими складовими сил оборони, завдали ракетного удару по району зосередження підрозділу ракетних військ рф.   Підрозділ 26 ракетної бригади російських військ, з району міста Клінци Брянської області рф, намагався завдати удару по одному з українських населених пунктів. Ймовірно, по Києву.  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-06-05,2025-06-05 10:11,airbase_strategic,unknown,unknown,0,"Зараз вже не ті часи, коли росіяни могли спокійно влаштовувати теракти — на кожну їхню хуйню ми нарешті відповідаємо жорстко і швидко. Вони бояться не санкцій, не якогось там ""глибокого занепокоєння"", а нас. Наших ударів. Нашої реакції, яка нарешті є такою, якою мала бути з самого початку.  Хочуть вдарити по СБУ (відповідь за стратегічну авіацію) — знають, що отримає по зубах Луб’янка. Захочуть чіпати нашу енергетику — їхню накриє так, що самі будуть ахуєвати (останні дні саме так і робимо).  Ал"
2025-06-05,2025-06-05 19:13,unknown,unknown,crimea,0,🤔 Русня в Криму жаліється на атаку «Нептунів».  [🔸Підписатись](https://t.me/dronbomber)
2025-06-05,2025-06-05 20:32,unknown,unknown,unknown,0,🇺🇦23:30 | 05/06  Приблизні маршрути польоту наших БПЛА:  🔴 Червона стрілка – напрямки руху ударних/реактивних БПЛА;  🟣Фіолетова стрілка - напрямки руху БЕКів;  **Вся інформація щодо маршрутів береться з російських джерел**.  🔸[Підписатись](https://t.me/dronbomber)
2025-06-05,2025-06-05 21:12,unknown,unknown,crimea,0,"У Криму вже пʼята ракетна небезпека, поки результати ударів невідомі."
2025-06-06,2025-06-06 00:11,oil_refinery,unknown,saratov|engels,0,Схоже що НПЗ у Саратові/Енгельсі отримав по єбалу.  🔸[Підписатись](https://t.me/dronbomber)
2025-06-06,2025-06-06 02:41,unknown,destroyed,tambov,0,"Також був [уражений](https://t.me/exilenova_plus/8756) завод ""Прогресс"" у місті Мічуринськ Тамбовської області. Завод займається випуском високотехнологічного обладнання для систем управління авіаційної та ракетної техніки, а також широкого спектру електротехніки.  Було уражено центральний цех, після чого, як заявляють, обвалилась криша.  `52.89331114, 40.46694158  `[🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-06-06,2025-06-06 05:56,unknown,fire,unknown,0,"**__Київ, 6 червня 2025 року. Цього дня велика родина ДСНС зазнала невимовної втрати. Унаслідок страшної російської атаки загинули троє пожежних-рятувальників:__**  🕯Павло Єзгор… 🕯Данило Скадін… 🕯Андрій Ременний…  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-06-06,2025-06-06 07:44,airbase,destroyed,tver|kursk|saratov|engels,1,"🇺🇦 [Генштаб повідомляє: ](https://t.me/GeneralStaffZSU/25188)  Сили оборони України завдали удару на випередження. Напередодні масованого ворожого обстрілу уражено аеродроми базування авіації противника та інші важливі військові об’єкти.  У ніч на 6 червня, завдано успішного удару по аеродрому Енгельс у Саратовській області - місці скупчення авіації противника, яка залишилась після операції Служби безпеки України. Також уражено аеродром Дягілево у Рязанській області, де базуються повітряні запра"
2025-06-06,2025-06-06 08:02,unknown,unknown,crimea,1,"🗣Уночі Повітряні сили повідомляли про пуски ворогом у тому числі і крилатих ракет ""Калібр"" з акваторії Чорного моря, оскільки надійшла така попередня інформація. Однак пізніше виявилось, що насправді пусків цього типу ракет не було під час нічної атаки. Натомість росіяни запускали з окупованого Криму крилаті ракети ""Іскандер-К"", а також Х-101, — РБК-Україна в Повітряних силах ЗСУ.  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-06-06,2025-06-06 08:13,fuel_depot,unknown,engels,0,"Ну все, казочці кінець — енергетичне перемирʼя тривало рівно 73 дні. Росіяни, як завжди, обісрались першими — не витримали. Цієї ночі полетіли ракети по ТЕЦ, підстанціях і водоканалах — класичний тероризм по-руські.  Але тепер все не так, як раніше. Тепер ми не робимо вигляд, що нічого не сталось. Є приліт — буде виліт. І не просто по якихось сараях. Вже цієї ж ночі горіла нафтобаза в Енгельсі — пальне для їхніх стратегічних ракетоносців пішло в дим.  Тепер ваша енергетика — наш пріоритет 👍  [🔸]"
2025-06-06,2025-06-06 08:59,naval_port,destroyed,bryansk,0,"❗️**Гелікоптер Мі-8 знищений, Мі-35 пошкоджений внаслідок атаки на аеропорт «Брянськ» сьогодні вночі,__ __**— рузмі.  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-06-06,2025-06-06 09:42,unknown,unknown,unknown,0,"**Збір на мобільну майстерню для 50 ОРВП ** Збираємо **близько 256 000 грн (6 400 $)** на повноцінну **мобільну майстерню на базі Nissan Navara 2.5 дизель**для **50 окремого ремонтно-евакуаційного полку**.  Нова така майстерня у військовому виконанні коштує **понад 2 мільйони гривень**. Ми ж робимо **робочу альтернативу всього за 6** **400$**, у яку входить: – купівля пікапа з жорсткою базою, – СТО і техобслуговування, – ремонт і підготовка, – доставка в Сумську область.  У кузов підуть **компре"
2025-06-06,2025-06-06 11:31,unknown,unknown,unknown,0,🇺🇦14:30 | 06/06  Приблизні маршрути польоту наших БПЛА:  🔴 Червона стрілка – напрямки руху ударних/реактивних БПЛА;  🟣Фіолетова стрілка - напрямки руху БЕКів;  **Вся інформація щодо маршрутів береться з російських джерел**.  🔸[Підписатись](https://t.me/dronbomber)
2025-06-07,2025-06-07 10:29,airbase_strategic,unknown,unknown,0,"росія перекинула два бомбардувальники Ту-160 в Анадир, **розташований за 6600 км від України і всього за 660 км від США**, після того, як 1 червня Україна завдала ударів з використанням дронів по бортам стратегічної авіації.  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-06-07,2025-06-07 13:16,airbase,destroyed,unknown,0,"🇺🇦 **СБУ показала нове відео зі спецоперації ""Павутина""  **На кадрах - шлях одного з FPV-дронів від вильоту з даху модульного будинку до ураження літака російського стратегічного бомбардувальника Ту-22М3 на аеродромі ""Бєлая"".  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-06-07,2025-06-07 17:35,unknown,destroyed,bryansk,0,"❗️**Всі 3 пускові установки «Іскандер-М» були знищені внаслідок ракетного удару у Брянській області 5 червня, **— Зеленський.  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-06-07,2025-06-07 20:32,unknown,unknown,unknown,0,🇺🇦23:30 | 07/06  Приблизні маршрути польоту наших БПЛА:  🔴 Червона стрілка – напрямки руху ударних/реактивних БПЛА;  **Вся інформація щодо маршрутів береться з російських джерел**.  🔸[Підписатись](https://t.me/dronbomber)
2025-06-07,2025-06-07 20:45,unknown,unknown,unknown,0,🇺🇦23:45 | 07/06  Приблизні маршрути польоту наших БПЛА:  🔴 Червона стрілка – напрямки руху ударних/реактивних БПЛА;  **Вся інформація щодо маршрутів береться з російських джерел**.  🔸[Підписатись](https://t.me/dronbomber)
2025-06-08,2025-06-08 09:07,unknown,unknown,bryansk,0,"**Під час атаки по «Іскандерам» у Брянській області також загинуло 8 російських підарів, 5 поранено, **— джерела росзмі.  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)"
2025-06-08,2025-06-08 09:35,unknown,unknown,crimea,0,👀 Русня повідомляє що Крим під атакою «Нептунів».  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)
2025-06-08,2025-06-08 20:36,unknown,unknown,unknown,0,🇺🇦23:35 | 08/06  Приблизні маршрути польоту наших БПЛА:  🔴 Червона стрілка – напрямки руху ударних/реактивних БПЛА;  **Вся інформація щодо маршрутів береться з російських джерел**.  🔸[Підписатись](https://t.me/dronbomber)
2025-06-09,2025-06-09 06:54,airbase,destroyed,unknown,1,"🇺🇦[ Генштаб повідомляє: ](https://t.me/GeneralStaffZSU/25276)  **Уражено літаки на аеродромі Саваслейка**   У ніч на 9 червня підрозділи Сил спеціальних операцій ЗСУ, у взаємодії з іншими складовими Сил оборони України, завдали ураження по аеродрому “Саваслейка”, що у Нижегородській області рф.  За попередньою інформацією, уражено дві одиниці авіаційної техніки ворога (ймовірно, літаки МіГ-31 та Су-30/34).  Результати бойової роботи уточнюються.  🔸 [Підписатись](https://t.me/dronbomber)"
2025-06-09,2025-06-09 07:13,command_control,destroyed,unknown,1,"🇺🇦 [Генштаб повідомляє: ](https://t.me/GeneralStaffZSU/25275)  **Уражено об'єкт ВПК, де виготовляли антени для Шахедів**  В рамках зниження спроможності противника з виготовлення засобів повітряного нападу, у ніч на 9 червня, підрозділи Сил безпілотних систем Збройних Сил України, у взаємодії з іншими складовими Сил оборони України, уразили потужності АТ ""ВНИИР-Прогресс"" ТОВ ""АБС Електро“, що у місті Чєбоксари на території Чуваської республіки, рф.  [🔸](https://t.me/dronbomber)[Підписатись](http"
2025-06-09,2025-06-09 07:22,unknown,destroyed,unknown,0,"**~~Попередньо, уражено ФКП «Казанский государственный казённый пороховой завод».~~**  ~~ФКП «Казанський державний казенний пороховий завод» — одне з ключових оборонних підприємств росії, що виробляє порохи та метальні заряди для артилерії, ракет («Калібр», «Іскандер») і авіації. Активно забезпечує зсрф боєприпасами для війни проти України. Потрапив під санкції ЄС, США, України та інших країн. У 2024 році став мішенню українських дронів.~~  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/"
2025-06-09,2025-06-09 11:50,unknown,unknown,unknown,0,"Наші вдома. Українці повертаються додому з російського полону. Сьогодні розпочався обмін, який триватиме в декілька етапів ще найближчими днями.  Серед категорій тих, кого повертаємо зараз, – поранені та важкопоранені, а також молодші 25 років. Процес доволі складний, багато чутливих деталей, перемовини тривають фактично щодня. Розраховуємо, що будуть повністю реалізовані домовленості щодо гуманітарних питань, досягнуті в межах зустрічі в Стамбулі. Робимо максимум, щоб повернути всіх. Працюємо д"
2025-06-09,2025-06-09 20:15,unknown,unknown,unknown,0,🇺🇦23:15 | 09/06  Приблизні маршрути польоту наших БПЛА:  🔴 Червона стрілка – напрямки руху ударних/реактивних БПЛА;  **Вся інформація щодо маршрутів береться з російських джерел**.  🔸[Підписатись](https://t.me/dronbomber)
2025-06-09,2025-06-09 20:45,unknown,destroyed,unknown,0,Російський військовий показує вщент знищену російську САУ 2С19М2 «Мста-С» і розповідає що хохлам пізда 🤣  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)
2025-06-10,2025-06-10 07:49,unknown,unknown,unknown,0,"Пережили наймасованішу атаку з боку російських ботомереж — наш канал пройшов через чотири хвилі штучної накрутки, під час яких було додано понад 8 тисяч ботів. Атака була спрямована на дестабілізацію роботи каналу, зниження охоплень і спробу вплинути на алгоритми платформи. Незважаючи на це, ми оперативно виявили проблему, почали чистку та продовжуємо працювати в нормальному режимі. Дякуємо всім за підтримку — разом вистоїмо.  Канал знову в публічному режимі, якщо когось було випадково заблокова"
2025-06-10,2025-06-10 14:40,naval_port,unknown,unknown,0,"Продовжуємо повернення наших людей, про яке домовились у Стамбулі. Сьогодні – перший етап повернення з російського полону наших важкопоранених і поранених воїнів. Усі вони потребують негайної медичної допомоги. Це важливий гуманітарний акт.   Вже вдома, в Україні, воїни з різних складових наших Сил оборони та безпеки України: Збройних Сил, Національної гвардії, Державної прикордонної служби України, Державної спеціальної служби транспорту.   Обміни мають продовжуватись. Робимо все, щоб знайти та"
2025-06-10,2025-06-10 17:47,fuel_depot,destroyed,engels,0,**Нафтобаза у Енгельсі горить вже 4 дні після атак БПЛА.**  Станом на зараз знищено 5-8 цистерн.  [🔸](https://t.me/dronbomber)[Підписатись](https://t.me/dronbomber)
2025-06-10,2025-06-10 18:01,airbase,unknown,unknown,0,"**Є цікаві новини щодо ""Павутини"": ** СБУ опублікувала нові відео з операції **""Павутина""** — атаки українських FPV-дронів на стратегічні аеродроми Росії. Ми бачимо безперервне відео з дрона, який вилітає з даху тимчасової будівлі, проходить GPS-маршрут і врізається у борт Ту-22М3. Повністю автономно.  І тут цікавий момент, на відео, яке було показано з ФПВ видно надпис — **ArduPilot** — софт, без якого цього б не сталося.  ArduPilot — це відкрите програмне забезпечення для керування дронами, як"
